graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,RAM type,CPU clock speed (GHz),CPU model,drive memory size (GB),warranty,screen size,buynow_price,bluetooth,wifi,widi,nfc,lan,gps,lte,wwan,keyboard,touchpad,numeric keyboard,illuminated keyboard,speakers,SD card reader,microphone,camera
1,3,4,12,4,1,2,1.6,7,0.0971107544141252,1,4,3199.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.00882825040128411,1,4,4055.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,2,8,4,4,0,2.5,7,0.1601123595505618,1,5,2879.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,3,2,4,4,1,0,1.9,2,0.009630818619582664,1,3,1699.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,1,2,4,4,1,2,2.0,5,0.0971107544141252,1,4,1890.0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
1,3,2,8,4,3,2,2.7,9,0.02247191011235955,1,4,4589.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,2,2,4,2,1,0,2.1,2,0.046950240770465494,1,5,1849.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,4,4,3,0,2.6,7,0.00882825040128411,1,4,2359.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,3,2,16,4,4,2,2.5,7,0.14847512038523275,1,3,5499.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,3,4,8,0,1,2,2.8,9,0.0971107544141252,1,4,3469.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,1,2,4,4,2,0,1.9,5,0.046950240770465494,0,1,1859.24,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,0,3,2,2.5,7,0.02247191011235955,1,3,3649.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.009630818619582664,1,3,4426.96,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
0,2,2,4,4,3,0,2.2,7,0.048154093097913325,0,3,3225.6,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,4,3,2,2.6,9,0.021869983948635634,1,5,4399.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,32,4,4,2,2.3,7,0.10995184590690209,1,4,4399.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,4,6,4,3,0,1.8,4,0.009630818619582664,0,3,1602.22,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,20,0,3,2,2.5,7,0.09309791332263243,1,4,5355.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,12,0,3,2,2.5,7,0.09309791332263243,1,4,5059.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,3,2,8,4,1,0,0.9,7,0.0971107544141252,1,4,1899.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,4,3,0,2.6,9,0.02247191011235955,0,4,4099.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,4,4,3,2,2.8,9,0.04494382022471911,1,4,4339.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,1,2,4,4,3,0,2.6,7,0.009630818619582664,1,4,2989.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,3,2,8,4,4,0,2.5,9,0.10995184590690209,1,4,2499.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,2,3,1,1.9,5,0.02086677367576244,1,4,2428.99,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,1,2,2.8,9,0.0971107544141252,1,4,6488.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,1,2,8,4,1,1,2.2,7,0.0971107544141252,1,4,2150.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,4,1,0,1.7000000000000002,5,0.046950240770465494,0,2,1599.0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.0971107544141252,1,4,3849.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,4,3,2,2.3,7,0.02247191011235955,1,4,3199.0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,4,4,2,2.6,9,0.10995184590690209,1,5,4387.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,20,0,1,2,2.5,7,0.0971107544141252,1,4,3187.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,1,2,2.4,5,0.046950240770465494,1,4,3129.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,4,32,4,3,2,2.6,9,0.021869983948635634,1,5,5599.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,12,4,3,1,2.2,7,0.09309791332263243,1,4,4199.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,1,3,2,2.6,9,0.048154093097913325,0,4,4589.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,4,2,2.8,9,0.2231139646869984,1,4,4279.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
1,3,4,16,0,4,2,2.5,7,0.14847512038523275,1,4,6161.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,1,2,4,4,3,2,2.3,5,0.02086677367576244,1,4,2499.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,0,2.6,9,0.048154093097913325,0,3,3930.41,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,3,2,16,4,3,2,2.5,7,0.02247191011235955,1,4,5899.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,2,2,4,4,1,2,2.5,7,0.0971107544141252,1,5,3119.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
0,2,2,4,3,1,0,1.7000000000000002,7,0.0971107544141252,0,5,1599.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,4,0,4,2,2.8,9,0.12219101123595505,1,4,4799.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,3,2,2.3,7,0.02247191011235955,1,4,3197.0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,3,2,2.8,9,0.02086677367576244,1,4,4209.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,8,4,3,2,2.5,7,0.02247191011235955,1,4,4649.0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
1,7,4,8,0,4,2,2.8,9,0.10995184590690209,1,4,7286.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
1,3,2,8,4,4,2,2.5,7,0.14847512038523275,1,3,5029.0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.00882825040128411,1,4,2569.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,4,4,1,0,1.0,3,0.046950240770465494,1,0,599.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,32,4,3,2,2.5,7,0.09309791332263243,1,4,6179.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,16,0,3,2,2.5,7,0.046950240770465494,1,4,5183.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,3,2,2.4,5,0.009630818619582664,1,1,2875.0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1
0,5,2,8,4,3,0,2.4,9,0.048154093097913325,0,3,4435.58,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
1,3,4,8,0,3,2,2.8,9,0.02086677367576244,1,4,5849.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,8,4,3,0,2.3,7,0.048154093097913325,1,5,2399.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,4,4,3,0,2.5,7,0.009630818619582664,0,4,1679.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,1,0,1.7000000000000002,5,0.046950240770465494,0,4,1419.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,4,2,4,0,0,1.44,0,0.0032102728731942215,1,0,749.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,2,4,4,3,2,2.5,9,0.048154093097913325,1,3,5276.97,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
0,1,2,8,4,3,0,2.6,7,0.09309791332263243,1,4,3749.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,3,2,12,0,1,2,2.4,5,0.0971107544141252,1,4,2329.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,3,2,2.4,5,0.014847512038523275,1,3,2799.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,2,4,8,4,1,1,2.2,6,0.0971107544141252,1,5,1850.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,0,3,2,2.8,9,0.04494382022471911,1,4,5342.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,3,2,4,4,3,2,2.0,5,0.02086677367576244,1,4,2299.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,4,8,4,3,2,2.6,9,0.04494382022471911,1,4,4499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,4,3349.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,1,0,2.3,7,0.046950240770465494,0,4,1789.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,0,1,2,2.4,5,0.0971107544141252,1,4,2299.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
0,3,2,8,4,3,0,2.4,9,0.02247191011235955,0,1,3308.53,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,3,4,12,0,1,2,1.6,7,0.0971107544141252,1,4,2809.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,3,8,4,3,2,2.8,9,0.02086677367576244,1,4,6099.0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.048154093097913325,1,3,7399.0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1
1,3,2,8,4,3,2,2.4,5,0.009630818619582664,1,4,2619.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,7,4,32,0,4,2,2.8,9,0.12279293739967898,1,4,8874.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
1,2,2,8,4,3,0,2.3,7,0.009630818619582664,0,5,2581.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,16,4,3,1,1.9,5,0.04494382022471911,1,4,3249.01,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,1,2,2.5,7,0.0971107544141252,1,4,3179.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,1,2,4,4,1,2,2.5,7,0.0971107544141252,1,3,3839.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
0,1,2,4,4,1,0,1.6,1,0.046950240770465494,1,4,1249.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,4,2,4,0,1,1.6,1,0.0,1,0,799.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,1,2,4,4,1,1,1.1,1,0.0971107544141252,1,4,1399.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,16,4,1,0,2.1,2,0.0971107544141252,1,5,2619.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,3,8,4,3,2,1.6,7,0.02247191011235955,1,3,3449.0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
1,2,2,4,4,3,1,2.3,5,0.009630818619582664,1,5,2899.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,3,2,8,4,3,2,2.4,5,0.04494382022471911,1,4,2789.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,4,32,0,4,2,2.8,9,0.12279293739967898,1,4,6447.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.02086677367576244,1,4,3349.0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,2,4249.0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
1,3,2,4,4,3,2,2.5,7,0.048154093097913325,1,3,4789.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,1,2,4,0,3,0,2.6,7,0.009630818619582664,1,4,1999.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
0,1,4,4,4,3,0,1.1,2,0.02247191011235955,1,4,1769.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,4,12,4,3,2,1.6,7,0.009630818619582664,1,4,2949.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,1,2,2.4,5,0.046950240770465494,1,3,2590.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,7,4,16,0,4,2,2.8,9,0.12279293739967898,1,4,7936.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
1,1,2,8,4,1,0,2.3,7,0.0971107544141252,0,5,2379.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,3,2,2.6,9,0.09309791332263243,1,5,5499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,3990.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
1,3,2,4,4,3,2,2.5,7,0.02086677367576244,1,4,2899.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,1,1,2.16,1,0.046950240770465494,1,4,1249.99,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1
1,3,2,6,4,4,0,2.5,7,0.1601123595505618,1,5,2249.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
0,3,2,8,4,4,2,2.5,7,0.1472712680577849,1,4,3779.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
1,3,4,8,4,4,2,2.5,7,0.10995184590690209,1,4,4899.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,0,4,2,2.5,7,0.12279293739967898,1,4,4950.0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
0,2,2,8,2,3,0,2.1,2,0.04494382022471911,1,5,2669.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,3,1,1,1.7000000000000002,5,0.0971107544141252,0,3,1599.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,4,16,4,1,0,2.4,9,0.0971107544141252,0,4,2589.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,0,2.1,9,0.02247191011235955,0,3,3019.83,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,1,2,2.3,7,0.0971107544141252,1,5,3299.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,8,0,3,0,2.6,7,0.09309791332263243,1,4,3199.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
0,3,2,8,0,1,2,2.5,7,0.0971107544141252,1,4,2249.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,0,2.5,9,0.048154093097913325,1,4,2699.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,3,2,2.3,7,0.02247191011235955,0,4,2192.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,12,4,3,2,2.0,5,0.00882825040128411,1,4,2449.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,1,2,8,4,1,2,2.5,9,0.0971107544141252,0,4,2391.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,1,0,2.2,9,0.0971107544141252,0,5,3107.36,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,1,2,2.5,7,0.0971107544141252,1,3,3099.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,2,4,4,1,1,2.2,7,0.0971107544141252,1,4,2649.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,1,2,4,4,3,2,2.0,5,0.00882825040128411,1,4,1787.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,16,4,4,0,2.3,7,0.12279293739967898,1,5,3119.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,12,4,3,2,2.5,7,0.02086677367576244,1,4,3239.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,1,2,4,4,1,1,1.6,1,0.046950240770465494,1,0,1199.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,4,3,2,2.8,9,0.09309791332263243,1,4,6524.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,8,4,3,2,2.0,5,0.04494382022471911,1,4,2819.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
0,3,2,8,4,3,2,2.5,7,0.048154093097913325,1,1,5799.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,2,8,4,1,1,2.3,7,0.046950240770465494,1,3,2619.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,4,4,2,2.8,9,0.24879614767255218,1,4,6408.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,4,1,2,2.5,7,0.0971107544141252,1,4,6749.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1,1,2,4,4,1,1,1.9,5,0.0971107544141252,1,4,1899.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,1,2,2.5,4,0.0971107544141252,1,4,1599.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,2,4,4,1,1,1.6,1,0.046950240770465494,1,4,1289.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,4,4,4,2,2.5,7,0.12219101123595505,1,4,3999.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,8,0,1,2,2.0,5,0.0971107544141252,1,4,1749.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,4,8,0,4,2,2.5,7,0.12279293739967898,1,4,6449.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
0,1,2,4,4,2,0,2.4,5,0.046950240770465494,0,4,1368.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,0,1,2,2.8,9,0.0971107544141252,1,4,5499.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1,1,2,12,4,4,2,2.5,7,0.10995184590690209,1,4,3159.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,3,0,2.16,1,0.02247191011235955,0,3,1386.44,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,2,4,4,3,0,2.6,7,0.02086677367576244,1,4,2459.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,3,4,8,4,4,2,2.8,9,0.2231139646869984,1,4,5979.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
1,3,2,12,4,3,2,2.0,5,0.00882825040128411,1,4,2569.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,4,16,4,4,2,2.8,9,0.10995184590690209,1,4,4699.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,1,2,8,4,3,0,2.3,7,0.02247191011235955,0,1,2851.62,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,4,16,4,3,1,1.8,4,0.09309791332263243,1,4,3499.01,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,0,3,0,2.6,7,0.00882825040128411,1,4,2149.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
0,3,2,12,4,3,2,2.5,7,0.04494382022471911,1,4,3849.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
1,3,4,16,0,1,2,2.5,7,0.0971107544141252,1,4,6324.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1,3,4,16,4,3,2,2.6,9,0.046950240770465494,1,5,5299.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,4,2,2.5,7,0.10995184590690209,1,4,5891.24,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1,3,4,12,4,4,2,2.6,9,0.12279293739967898,0,5,4049.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,12,4,4,2,2.8,9,0.14847512038523275,1,4,7238.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,3,2,4,0,1,2,2.0,5,0.0971107544141252,1,4,1649.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,4,4,4,3,1,1.6,2,0.00882825040128411,1,4,1699.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,4,8,4,1,0,1.9,6,0.046950240770465494,0,4,1339.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,16,4,3,2,2.5,7,0.02247191011235955,1,3,5179.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
0,1,2,6,4,3,0,2.2,7,0.02247191011235955,0,4,2009.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,4,4,3,2,2.3,7,0.04494382022471911,1,4,2949.01,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,4,3,0,2.0,5,0.02247191011235955,0,1,2295.08,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,1,2,6,4,1,0,1.7000000000000002,2,0.0971107544141252,0,4,1419.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,4,3,2,2.5,7,0.021869983948635634,1,4,4849.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,4,0,4,2,2.8,9,0.1472712680577849,1,4,4499.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,4,2,1,0,0,1.33,0,0.0032102728731942215,1,0,649.0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,4,3699.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,3,2,2.5,7,0.02086677367576244,1,4,6624.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
0,3,2,4,4,3,2,2.4,5,0.02247191011235955,1,3,2949.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,3,4,16,0,4,2,2.3,7,0.10914927768860352,1,5,3899.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,12,4,4,2,2.8,9,0.10995184590690209,1,4,4409.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,0,4,2,2.3,7,0.12118780096308186,1,5,3949.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,4,2,2.8,9,0.2231139646869984,1,4,4999.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,32,4,4,2,2.8,9,0.12279293739967898,1,4,5339.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,8,4,4,0,2.3,7,0.10995184590690209,1,5,2699.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,4,4,2,2.5,7,0.12279293739967898,1,4,4269.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,2,4,4,1,2,2.5,7,0.0971107544141252,1,3,4219.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1
1,3,4,8,4,4,2,2.8,9,0.10995184590690209,1,4,6363.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,1,4,8,4,3,1,1.8,4,0.09309791332263243,1,4,2969.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,12,0,4,2,2.5,7,0.10914927768860352,1,4,3499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,4,3799.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
1,3,3,8,4,4,2,2.8,9,0.10995184590690209,1,4,5699.0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
1,3,4,12,0,4,2,2.8,9,0.10995184590690209,1,4,6109.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,12,4,3,1,2.6,9,0.02086677367576244,1,4,3709.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,8,4,3,0,2.3,7,0.048154093097913325,0,1,3096.84,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,4,8,4,1,0,2.0,6,0.046950240770465494,1,4,1599.0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0
1,3,2,8,4,3,2,2.5,9,0.02247191011235955,1,3,4939.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,4861.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,2,2,8,4,3,0,2.5,9,0.02247191011235955,0,5,3059.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,0,1,2,2.8,9,0.19743178170144463,1,4,4899.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,1,2,2.0,5,0.0971107544141252,1,4,2399.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,12,0,4,2,2.8,9,0.14847512038523275,1,4,6613.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,4,4,1,2,2.7,9,0.0971107544141252,1,4,3199.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,1,2,4,4,3,2,2.5,4,0.00882825040128411,1,4,1619.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,1,2,2.5,7,0.0971107544141252,1,4,3399.0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,4,1,2,2.5,7,0.0971107544141252,1,4,3389.0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
0,3,2,8,4,1,2,2.5,7,0.0971107544141252,1,4,4017.87,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,4,4,1,0,2.4,9,0.0971107544141252,0,4,1939.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,4,3,1,0,2.5,7,0.0971107544141252,0,5,1899.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0
